"(0.8683956290791774, 0.946186380931001)","(0.1127049608937412, 0.23801510134978923)","(0.7492490614047992, 0.8417325210650972)","(3.232017908405726, 280.34773591479836)"
"(0.9071143886350811, 0.9360914287484053)","(0.06861577773768664, 0.09486989884314716)","(1.0951861305119537, 1.1078400769928565)","(10.263812491456296, 857.8659418227004)"
"(0.9561287305532575, 1.0346466488663086)","(0.047670303354817624, 0.07575960659654664)","(0.9812205527199744, 1.2022899835108851)","(30.77609480384296, 1648.8418106501667)"
